,PORT VALUE,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AJG,AMTD,ANH,BAC,BAM,BANF,BAP,BFY,BHLB,BLE,BOH,BRO,BSRR,BUSE,CBOE,CFFI,CPF,CRVL,CXW,DMLP,DRH,EARN,EBTC,EMCI,EWBC,EZPW,FBC,FBIZ,FHN,FISI,FMN,FNB,FRME,FULT,GBCI,GS,GSBC,GTY,HIW,HT,HTLF,HYT,INDB,JOE,KIM,LBAI,LION,LKFN,MFM,MHI,MPW,MVF,MYN,NAN,NNN,NTRS,NWBI,NZF,OFS,OLP,PDM,PFS,PGR,PHD,PLD,RBCAA,RDN,RF,RJF,RNST,SBRA,SEIC,SHBI,SRCE,STBA,STI,TCBI,THFF,TRMK,UMPQ,VKQ,WAL,WBS,
,0.000419638,0.000733972,0.000100604,0.000707269,0.000507642,0.000764093,0.000589882,2.89867E-05,0.000440464,3.62049E-05,0.000412848,0.000506518,0.000609052,0.000728909,0.000684964,0.000168691,0.00050177,0.000514767,-5.19003E-06,3.00384E-05,0.000272378,-0.00021483,0.000724144,0.000448055,0.000724213,8.90564E-05,0.00073196,0.000453736,0.000417029,0.000455581,4.97676E-05,0.000124267,0.000863987,0.000315145,0.000517563,0.000378274,0.000705805,0.000343816,0.000335693,0.00010003,0.00069916,-6.70899E-05,0.000717908,-1.95137E-05,-0.000137867,0.000609187,0.00057322,0.000752874,0.000108957,-0.0001271,0.000130908,-2.37755E-05,-8.59647E-06,-1.19491E-05,0.000286295,0.000587216,0.000259148,0.00014821,6.28299E-05,0.000239414,0.000142995,0.000439579,0.000722673,-0.000125695,0.000511403,0.000540501,0.000329875,0.00060008,0.000728995,0.000516411,3.33713E-05,0.000656876,0.000773834,0.000653848,0.000591023,0.00065007,0.000778884,0.00039715,0.000274189,0.000346212,5.65546E-05,0.001086065,0.00082422,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AJG,AMTD,ANH,BAC,BAM,BANF,BAP,BFY,BHLB,BLE,BOH,BRO,BSRR,BUSE,CBOE,CFFI,CPF,CRVL,CXW,DMLP,DRH,EARN,EBTC,EMCI,EWBC,EZPW,FBC,FBIZ,FHN,FISI,FMN,FNB,FRME,FULT,GBCI,GS,GSBC,GTY,HIW,HT,HTLF,HYT,INDB,JOE,KIM,LBAI,LION,LKFN,MFM,MHI,MPW,MVF,MYN,NAN,NNN,NTRS,NWBI,NZF,OFS,OLP,PDM,PFS,PGR,PHD,PLD,RBCAA,RDN,RF,RJF,RNST,SBRA,SEIC,SHBI,SRCE,STBA,STI,TCBI,THFF,TRMK,UMPQ,VKQ,WAL,WBS,
,9.5564E-05,8.17091E-05,2.00018E-05,7.72459E-05,4.95687E-05,6.1361E-05,5.1444E-05,-2.05851E-06,4.92734E-05,-3.42463E-07,6.2952E-05,6.45297E-05,5.30607E-05,5.56351E-05,4.22045E-05,3.37059E-05,6.27769E-05,5.83733E-05,5.33204E-05,3.02359E-05,6.20759E-05,2.40411E-05,6.09898E-05,4.81E-05,8.29489E-05,5.63178E-05,5.54883E-05,3.50054E-05,7.34799E-05,4.97411E-05,-6.28152E-07,6.70771E-05,6.23668E-05,6.53764E-05,7.95982E-05,7.08689E-05,6.26227E-05,3.41359E-05,4.06346E-05,5.75819E-05,6.09826E-05,1.68568E-05,6.85572E-05,3.40491E-05,3.84871E-05,6.55553E-05,5.69593E-05,5.96479E-05,2.35467E-06,3.23605E-06,4.15891E-05,8.33906E-07,2.66043E-08,-4.97773E-07,2.75853E-05,7.34546E-05,5.36776E-05,-3.38344E-07,1.98705E-05,3.97184E-05,3.26591E-05,5.36588E-05,5.03092E-05,9.09325E-06,4.77935E-05,4.96577E-05,6.45929E-05,8.35186E-05,8.20623E-05,6.44924E-05,3.9624E-05,7.42931E-05,2.87855E-05,6.16704E-05,6.79339E-05,7.43327E-05,7.95425E-05,5.51687E-05,6.94351E-05,6.97018E-05,1.27082E-07,8.14373E-05,7.55203E-05,
,8.17091E-05,0.000273923,2.06466E-05,0.000181336,7.97957E-05,0.000126684,8.00723E-05,-1.04533E-05,0.000108977,-1.01988E-05,0.000133917,8.32682E-05,0.000112834,0.000118575,6.12411E-05,5.3671E-05,0.000130819,8.43408E-05,5.99057E-05,4.54656E-05,9.83616E-05,3.37722E-05,0.000112428,8.12609E-05,0.000188403,0.000118699,0.000106693,7.30506E-05,0.000161432,0.000102747,-6.74191E-06,0.000148602,0.000128512,0.000141208,0.000169316,0.000149963,0.000137494,3.01576E-05,3.93729E-05,8.62182E-05,0.000130805,3.03798E-05,0.000142708,5.13792E-05,3.06473E-05,0.000133986,0.00012357,0.000122073,-6.78144E-06,-8.27847E-06,3.06623E-05,-1.38833E-05,-1.07833E-05,-1.0655E-05,1.7063E-06,0.000154878,0.000101594,-8.54271E-06,3.73762E-05,4.56652E-05,2.72584E-05,0.000115892,6.94709E-05,1.64554E-05,5.19983E-05,0.000102355,0.000125963,0.000187514,0.000187877,0.000138906,2.72409E-05,0.000136567,4.52027E-05,0.000124005,0.000138723,0.000168288,0.000195214,0.000105119,0.000145041,0.000150278,-8.01846E-06,0.000183543,0.000167553,
,2.00018E-05,2.06466E-05,0.000116892,2.42239E-05,3.53755E-05,3.35584E-05,2.72009E-05,9.53031E-06,2.86789E-05,1.03075E-05,2.77283E-05,2.16217E-05,3.78631E-05,3.03729E-05,7.12922E-06,2.45804E-05,3.021E-05,3.86126E-05,4.83123E-05,2.84184E-05,5.6819E-05,7.23401E-05,4.4093E-05,3.21536E-05,2.838E-05,5.8802E-05,2.57375E-05,2.33533E-05,2.60637E-05,2.93873E-05,7.80378E-06,3.02183E-05,2.7419E-05,2.80776E-05,3.31829E-05,2.56681E-05,3.78155E-05,4.28365E-05,4.19642E-05,4.89879E-05,3.24682E-05,1.82723E-05,3.61011E-05,3.83058E-05,4.26904E-05,3.16385E-05,2.91413E-05,2.71329E-05,1.00979E-05,9.78928E-06,5.24378E-05,1.00852E-05,9.95715E-06,8.4916E-06,4.339E-05,2.17057E-05,2.77238E-05,9.18401E-06,1.93687E-05,5.82147E-05,3.70577E-05,2.8882E-05,2.17183E-05,8.93542E-06,4.2217E-05,3.05474E-05,3.39024E-05,2.10951E-05,2.63693E-05,2.61141E-05,5.85466E-05,2.88925E-05,2.20853E-05,3.46865E-05,3.64654E-05,2.27337E-05,3.46912E-05,3.33116E-05,3.34414E-05,3.26914E-05,1.02003E-05,2.51355E-05,3.18823E-05,
,7.72459E-05,0.000181336,2.42239E-05,0.000247272,7.94147E-05,0.000124457,8.2083E-05,-6.86684E-06,0.000115857,-9.39262E-06,0.000136636,7.89865E-05,0.000113988,0.000123477,5.63351E-05,5.01099E-05,0.000141335,7.36606E-05,7.22847E-05,5.15632E-05,9.79205E-05,3.36711E-05,0.000111818,7.57939E-05,0.000194491,0.000108686,0.00011265,8.16218E-05,0.000174784,0.000104754,-1.00154E-05,0.000156792,0.000134335,0.000149689,0.000174463,0.000171154,0.000140237,2.59596E-05,3.94745E-05,8.99597E-05,0.000135676,3.1189E-05,0.000146066,5.29398E-05,3.51865E-05,0.000143294,0.00013017,0.000128383,-1.00308E-05,-6.28448E-06,3.4564E-05,-1.12125E-05,-7.18155E-06,-1.01029E-05,-3.51786E-06,0.000165025,0.000103122,-1.1679E-05,3.91628E-05,4.49858E-05,3.04313E-05,0.000121309,6.93061E-05,1.76953E-05,5.38691E-05,0.000110696,0.000130639,0.000212151,0.000179374,0.000144715,3.12093E-05,0.00013394,5.95571E-05,0.000128065,0.000143849,0.000187514,0.000212864,0.00010531,0.000148815,0.000159126,-8.24213E-06,0.000193504,0.000174504,
,4.95687E-05,7.97957E-05,3.53755E-05,7.94147E-05,0.000143771,5.46911E-05,7.20062E-05,6.34911E-06,4.85576E-05,6.56024E-06,5.48344E-05,4.82601E-05,4.55392E-05,4.95637E-05,2.63747E-05,2.55405E-05,5.31636E-05,5.30123E-05,5.46392E-05,5.22185E-05,7.60909E-05,4.08483E-05,6.24321E-05,3.92637E-05,7.01387E-05,5.0689E-05,5.22696E-05,3.19219E-05,6.51545E-05,4.64741E-05,3.99384E-06,6.25554E-05,5.37324E-05,5.70275E-05,6.77088E-05,7.87245E-05,5.95938E-05,4.32984E-05,5.76782E-05,7.06363E-05,5.44666E-05,3.1305E-05,5.43392E-05,4.93773E-05,5.96961E-05,5.60444E-05,4.89966E-05,4.99605E-05,9.30366E-06,7.14468E-06,6.41999E-05,6.22564E-06,6.05722E-06,4.92766E-06,4.67797E-05,7.29035E-05,3.99446E-05,5.08226E-06,3.27838E-05,4.70048E-05,4.85334E-05,4.9089E-05,5.08666E-05,1.45826E-05,6.85291E-05,4.45119E-05,6.64813E-05,7.75929E-05,7.76519E-05,5.45486E-05,6.01215E-05,7.19531E-05,2.12277E-05,5.21559E-05,5.41614E-05,7.58928E-05,7.61574E-05,4.57628E-05,6.07437E-05,6.27724E-05,6.77345E-06,7.12413E-05,6.55381E-05,
